chrom	source	feature	pos1	pos2	strand	gene_id	gene_name	gene_type	all_padj	p1_padj	12w_padj
chr12	HAVANA	gene	109589193	109600330	-	ENSMUSG00000085925.3	Rlt1	protein_coding	0.989982723226044	0.279978712828998	NA
chr9	HAVANA	gene	121777607	121783818	+	ENSMUSG00000074001.3	Klhl40	protein_coding	0.989982871167821	0.428317974092211	NA
chrX	HAVANA	gene	49463945	49500244	+	ENSMUSG00000036198.12	Arhgap36	protein_coding	0.989982883398737	0.207086508069028	NA
chr5	HAVANA	gene	105519388	105613018	+	ENSMUSG00000054720.12	Lrrc8c	protein_coding	0.989984024012067	0.930648149395134	0.839973880714323
chr14	HAVANA	gene	69582164	69683286	-	ENSMUSG00000098975.7	RP23-103I12.3	antisense	0.989986352345113	NA	0.0210910675090704
chr11	HAVANA	gene	70010183	70015411	-	ENSMUSG00000018574.14	Acadvl	protein_coding	0.989986802924503	0.826235827138933	0.959773640359464
chr1	HAVANA	gene	123321471	124045559	-	ENSMUSG00000036815.16	Dpp10	protein_coding	0.989987032300826	0.274823143087101	NA
chr6	HAVANA	gene	71812997	71826969	-	ENSMUSG00000052962.3	Mrpl35	protein_coding	0.989987092221836	0.327515367640795	0.959954231258899
chr17	HAVANA	gene	79611863	79693192	+	ENSMUSG00000036368.8	Rmdn2	protein_coding	0.98998722787208	0.817118894515891	0.59037067285907
chr18	ENSEMBL	gene	87756286	87758143	+	ENSMUSG00000069324.5	Gm5096	protein_coding	0.989987952590832	0.719512086534961	0.937674616178291
chr6	HAVANA	gene	119175253	119221616	+	ENSMUSG00000041477.14	Dcp1b	protein_coding	0.989989745209581	0.674653763482249	0.95904952920764
chr15	HAVANA	gene	75427606	75431829	-	ENSMUSG00000053168.6	RP23-458B6.15	transcribed_unprocessed_pseudogene	0.989989985201235	NA	0.778560873705115
chr4	HAVANA	gene	11758147	11817895	+	ENSMUSG00000028217.11	Cdh17	protein_coding	0.989990772872604	NA	NA
chr1	HAVANA	gene	172209894	172219868	-	ENSMUSG00000007122.11	Casq1	protein_coding	0.989991567362052	NA	NA
chr12	HAVANA	gene	113285325	113288932	-	ENSMUSG00000076612.8	Ighg2c	IG_C_gene	0.989993408078755	NA	0.379106376265939
chr6	HAVANA	gene	121838541	121889057	+	ENSMUSG00000059908.9	Mug1	protein_coding	0.989994742710877	NA	0.959193235191229
chrX	HAVANA	gene	166238911	166388988	+	ENSMUSG00000031342.17	Gpm6b	protein_coding	0.989995316936056	0.952971922153723	0.937670804322729
chr5	HAVANA	gene	105323042	105346472	-	ENSMUSG00000092021.8	Gbp11	polymorphic_pseudogene	0.98999552387033	NA	0.0202093969005031
chr8	HAVANA	gene	121916126	121944904	-	ENSMUSG00000025317.7	Car5a	protein_coding	0.989996565673805	NA	0.466060517858286
chr19	ENSEMBL	gene	46689906	46703382	+	ENSMUSG00000062376.7	Borcs7	protein_coding	0.989997496183211	0.61032630421211	0.968728031931567
chr13	HAVANA	gene	58125879	58128556	-	ENSMUSG00000007836.6	Hnrnpa0	protein_coding	0.989998282242866	0.274823199535497	0.958985131381643
chr1	HAVANA	gene	93135240	93145421	+	ENSMUSG00000026272.6	Agxt	protein_coding	0.989998610042905	0.160932890660073	NA
chr4	HAVANA	gene	115299046	115332815	+	ENSMUSG00000066071.6	Cyp4a12a	protein_coding	0.990000952979203	0.224550253329147	0.961323566947855
chr7	HAVANA	gene	127214447	127233130	-	ENSMUSG00000000486.13	Sept1	protein_coding	0.990001204609249	0.851898223527313	0.959056192146161
chr19	HAVANA	gene	10962293	10974670	-	ENSMUSG00000024731.15	Ms4a10	protein_coding	0.990001497989377	NA	NA
chr1	HAVANA	gene	135779434	135810989	+	ENSMUSG00000026418.16	Tnni1	protein_coding	0.990001625403887	0.3663641216846	NA
chr2	HAVANA	gene	69238282	69342616	-	ENSMUSG00000027048.15	Abcb11	protein_coding	0.990001873584776	NA	NA
chr6	HAVANA	gene	147091379	147112778	+	ENSMUSG00000040102.10	Klhl42	protein_coding	0.990001888462047	0.987694528360284	0.910229810946391
chr8	HAVANA	gene	11198423	11312826	-	ENSMUSG00000031502.11	Col4a1	protein_coding	0.990001959814982	0.983518785490678	0.745265408130694
chr16	HAVANA	gene	38362209	38378216	+	ENSMUSG00000022803.12	Popdc2	protein_coding	0.990002649831317	0.346220198293322	NA
chr6	HAVANA	gene	119479668	119482630	+	ENSMUSG00000030019.6	Fbxl14	protein_coding	0.990002915770313	0.900332243966606	0.959228746015712
chr5	HAVANA	gene	108311370	108312749	-	ENSMUSG00000106103.1	RP24-317M4.1	TEC	0.990002963317835	NA	0.746217766698805
chr7	HAVANA	gene	45705088	45710203	+	ENSMUSG00000059824.12	Dbp	protein_coding	0.990004191076219	0.897976444011698	0.425648553359645
chr6	HAVANA	gene	116338024	116409540	+	ENSMUSG00000025702.15	March8	protein_coding	0.990005147900691	0.993817249202222	0.482768730394636
chr1	HAVANA	gene	71888112	71891204	+	ENSMUSG00000099707.6	RP23-214P23.2	lincRNA	0.990006713114853	NA	0.959375658446822
chr9	HAVANA	gene	108572311	108578739	-	ENSMUSG00000066357.6	Wdr6	protein_coding	0.990008342467361	0.998892872034608	0.406689376708676
chr4	HAVANA	gene	59162268	59163156	-	ENSMUSG00000082978.1	Rpsa-ps11	processed_pseudogene	0.990009238346999	0.993513860574002	NA
chr7	HAVANA	gene	116334255	116338633	+	ENSMUSG00000108738.1	RP23-335G1.1	antisense	0.990013644284081	0.635119428496421	0.960401910133039
chr19	ENSEMBL	gene	47731756	47735588	+	ENSMUSG00000025066.9	Sfr1	protein_coding	0.990014095792283	0.993481188268171	0.959087737366879
chr16	HAVANA	gene	57624258	57754737	-	ENSMUSG00000068196.4	Col8a1	protein_coding	0.990015004924807	0.99346749940462	0.839507463647239
chr6	HAVANA	gene	97238534	97252759	-	ENSMUSG00000044086.8	Lmod3	protein_coding	0.990015012267633	0.0822122313963401	0.979783997495961
chr11	HAVANA	gene	78522850	78536332	-	ENSMUSG00000017615.12	Tnfaip1	protein_coding	0.990015780002105	0.993265434774175	0.960252480314622
chr9	HAVANA	gene	21921008	21927556	-	ENSMUSG00000040883.17	Tmem205	protein_coding	0.990017526968183	0.552603214381661	0.920868987470027
chr9	HAVANA	gene	40800984	40810087	+	ENSMUSG00000015656.17	Hspa8	protein_coding	0.990018531649548	0.996594271865006	0.47801102868144
chrX	HAVANA	gene	20549787	20562089	+	ENSMUSG00000023070.6	Rgn	protein_coding	0.990020389696366	0.270879562873204	0.958930975564743
chr14	HAVANA	gene	54852736	54870961	-	ENSMUSG00000057156.10	Homez	protein_coding	0.990020486106435	0.993053835139439	0.388782864499385
chr5	HAVANA	gene	123332726	123344437	-	ENSMUSG00000087336.2	AC113504.5	antisense	0.990021209764505	0.927853391721053	0.958832704574634
chr16	ENSEMBL	gene	16860671	16863985	-	ENSMUSG00000075370.11	Igll1	protein_coding	0.990021561581974	NA	0.959730268971089
chr13	HAVANA	gene	103591395	103707633	-	ENSMUSG00000114206.1	RP23-213B1.2	lincRNA	0.990022204720272	NA	0.490738790051672
chr17	ENSEMBL	gene	71869442	72603709	-	ENSMUSG00000055471.6	Alk	protein_coding	0.990022365907264	0.867599952088174	0.95860736727375
chrX	HAVANA	gene	75416628	75454001	+	ENSMUSG00000031201.17	Brcc3	protein_coding	0.990022627264587	0.798983599625251	0.960073809960407
chr8	HAVANA	gene	97163793	97165030	+	ENSMUSG00000110715.1	RP23-83G5.2	processed_pseudogene	0.990023627440341	0.99509631917222	0.249849439238236
chr6	HAVANA	gene	34880426	34910876	-	ENSMUSG00000058486.11	Wdr91	protein_coding	0.990023709282804	0.58950642379293	0.962849664372199
chr8	HAVANA	gene	105048601	105058413	+	ENSMUSG00000069922.12	Ces3a	protein_coding	0.990025587306356	0.453928643243003	0.959474466519909
chr18	ENSEMBL	gene	75018772	75286966	+	ENSMUSG00000035765.9	Dym	protein_coding	0.990025591764083	0.976776853030245	0.766753343717581
chr2	HAVANA	gene	26208637	26237525	-	ENSMUSG00000036327.18	Qsox2	protein_coding	0.990025863375103	0.976733410481061	0.958808227975684
chr11	HAVANA	gene	16935154	16951282	-	ENSMUSG00000087060.7	Eldr	processed_transcript	0.990026266384443	0.608104120138701	NA
chr12	HAVANA	gene	103321142	103356001	-	ENSMUSG00000021200.14	Asb2	protein_coding	0.990026746294636	0.092015764082825	0.994084647077734
chr16	ENSEMBL	gene	33379855	33380727	-	ENSMUSG00000097318.1	1700007L15Rik	lincRNA	0.99003061147516	0.879663170369505	0.959248656280427
chr9	HAVANA	gene	103250521	103305082	-	ENSMUSG00000033688.10	RP23-217J11.1	protein_coding	0.990031248740098	NA	NA
chr4	HAVANA	gene	129899093	129899902	+	ENSMUSG00000070729.5	RP23-198O15.1	processed_pseudogene	0.990031752110846	0.98788788210508	0.923300165899166
chr14	HAVANA	gene	76414961	76507765	+	ENSMUSG00000022010.19	Tsc22d1	protein_coding	0.990032593909332	0.993684917880856	0.605951471566341
chr17	HAVANA	gene	8293366	8311080	-	ENSMUSG00000087478.1	RP23-430N15.2	processed_transcript	0.990033384223633	0.803468303727478	0.960240839414833
chr11	HAVANA	gene	77880615	77894096	-	ENSMUSG00000017453.4	Pipox	protein_coding	0.990034269155606	0.647542444396705	0.960500134846497
chr9	HAVANA	gene	71110659	71168682	-	ENSMUSG00000032204.13	Aqp9	protein_coding	0.990034384800526	NA	0.95861242329476
chr17	HAVANA	gene	5798657	5803240	+	ENSMUSG00000096965.7	RP23-251I6.1	lincRNA	0.990034582278857	NA	0.863342442514094
chrX	HAVANA	gene	7557296	7574283	-	ENSMUSG00000039556.16	Ppp1r3f	protein_coding	0.990035164935556	0.99585254724572	0.521799801321279
chr1	HAVANA	gene	82756649	82768461	-	ENSMUSG00000026149.2	Tm4sf20	protein_coding	0.990035785611339	NA	NA
chr2	HAVANA	gene	175086501	175089918	+	ENSMUSG00000080888.3	RP23-330D3.2	unprocessed_pseudogene	0.990035835313179	0.632933441153301	0.961610010416589
chr3	HAVANA	gene	19644474	19692421	+	ENSMUSG00000060913.6	Trim55	protein_coding	0.990036920152909	0.266756206182436	NA
chr3	HAVANA	gene	145003817	145032776	-	ENSMUSG00000028255.6	Clca1	protein_coding	0.990039759292688	NA	0.958925141742145
chr11	HAVANA	gene	107703218	107716522	-	ENSMUSG00000020722.5	Cacng1	protein_coding	0.990040168956505	NA	NA
chr17	HAVANA	gene	45630204	45659325	-	ENSMUSG00000058626.16	Capn11	protein_coding	0.990040465567359	0.477941426421222	0.960618984612753
chr1	HAVANA	gene	184786767	184811313	-	ENSMUSG00000026621.13	Marc1	protein_coding	0.990041336068629	NA	0.997156946013051
chr2	HAVANA	gene	102449366	102452499	-	ENSMUSG00000075012.4	Fjx1	protein_coding	0.990043560409805	0.438213929517674	0.966365092833042
chr7	HAVANA	gene	12988346	12998192	-	ENSMUSG00000030382.15	Slc27a5	protein_coding	0.990043822736181	NA	0.959225812079486
chr13	HAVANA	gene	4486849	4523345	-	ENSMUSG00000054757.13	Akr1c20	protein_coding	0.990044368233459	NA	0.959377658383954
chr6	HAVANA	gene	136486122	136487186	-	ENSMUSG00000091408.3	RP23-100O18.2	processed_pseudogene	0.990044557699058	0.998807930269079	0.120434244446824
chr2	HAVANA	gene	57106830	57124003	-	ENSMUSG00000026826.13	Nr4a2	protein_coding	0.990046503138982	0.879665658814159	0.959730682711985
chr10	ENSEMBL	gene	59395632	59396757	+	ENSMUSG00000069622.4	Gm10273	protein_coding	0.990047459203566	0.993008655040057	0.857598572095439
chr19	HAVANA	gene	33498037	33517780	-	ENSMUSG00000079344.10	Lipo4	protein_coding	0.990047802140142	NA	NA
chr12	HAVANA	gene	100548439	100726983	-	ENSMUSG00000021180.9	Rps6ka5	protein_coding	0.990048734427793	0.99715791055664	0.105724739486923
chr11	HAVANA	gene	105360798	105456735	-	ENSMUSG00000078627.9	March10	protein_coding	0.990049919300923	0.993766781719541	0.105724717330916
chr5	HAVANA	gene	128579106	128600693	-	ENSMUSG00000072591.10	AC122789.1	lincRNA	0.990051443874768	0.992962448212212	NA
chr8	HAVANA	gene	15057653	15133541	+	ENSMUSG00000031461.4	Myom2	protein_coding	0.990051826491972	NA	0.958585693147011
chr6	HAVANA	gene	144993835	145076184	-	ENSMUSG00000030268.17	Bcat1	protein_coding	0.990052526716611	0.999368992709707	9.84184029417643e-08
chr14	HAVANA	gene	59402009	59440884	-	ENSMUSG00000071350.12	Setdb2	protein_coding	0.990052753924678	0.447144739516223	0.960984068003667
chr11	HAVANA	gene	82974316	82975585	-	ENSMUSG00000111857.1	RP23-392I13.13	lincRNA	0.990053144574009	0.282873837350058	NA
chr5	HAVANA	gene	113772748	113778288	+	ENSMUSG00000025825.12	Iscu	protein_coding	0.990053596611762	0.9932353428373	0.84260932132386
chr7	HAVANA	gene	45324965	45325617	+	ENSMUSG00000046721.11	Rpl14-ps1	processed_pseudogene	0.990055253706835	0.996451017955	0.165573162234637
chr6	HAVANA	gene	115583544	115592576	-	ENSMUSG00000068011.4	Mkrn2os	protein_coding	0.990055675011424	0.715784186338225	0.959240635694304
chr18	HAVANA	gene	57468516	57478133	+	ENSMUSG00000069372.3	Ctxn3	protein_coding	0.990055996961069	0.952957451760275	0.958605770917565
chr2	HAVANA	gene	110262697	110314560	-	ENSMUSG00000041660.8	Bbox1	protein_coding	0.990056446517927	0.879656034287135	0.908486274022424
chr14	HAVANA	gene	28504750	28527448	+	ENSMUSG00000021994.15	Wnt5a	protein_coding	0.990057590755596	0.907724440007247	0.958654729066899
chr19	HAVANA	gene	10668956	10678071	-	ENSMUSG00000024738.6	Pga5	protein_coding	0.990057936986742	NA	0.984652837313246
chr5	HAVANA	gene	35041509	35048461	+	ENSMUSG00000029102.9	Hgfac	protein_coding	0.990059382614651	0.353419633656306	0.961103968608278
chr11	HAVANA	gene	33963013	33973641	+	ENSMUSG00000020155.2	Kcnmb1	protein_coding	0.990062065030123	0.993438560773675	0.958635499447873
chr19	HAVANA	gene	39767071	39812814	-	ENSMUSG00000025004.15	Cyp2c40	protein_coding	0.990062065409187	NA	0.985937873525704
chr2	HAVANA	gene	109674700	109727007	+	ENSMUSG00000048482.14	Bdnf	protein_coding	0.990062903656405	0.993420274842121	0.414015072472337
chr4	HAVANA	gene	46038935	46116032	+	ENSMUSG00000028328.13	Tmod1	protein_coding	0.990062904979912	0.327515685578758	0.961432612562095
chr6	HAVANA	gene	71322788	71337494	+	ENSMUSG00000053044.8	Cd8b1	protein_coding	0.990064914742091	NA	0.972543350212172
chr13	HAVANA	gene	51846678	51848468	+	ENSMUSG00000021453.2	Gadd45g	protein_coding	0.990065963483635	0.770534125432332	0.766752485971594
chr1	HAVANA	gene	72284369	72303104	+	ENSMUSG00000026188.11	Tmem169	protein_coding	0.990066079829473	0.997730299226483	0.0207786180386165
chr6	HAVANA	gene	29348069	29377110	+	ENSMUSG00000029767.16	Calu	protein_coding	0.990067291219624	0.987698347059729	0.959599962277554
chr9	HAVANA	gene	109847379	109849617	-	ENSMUSG00000038357.10	Camp	protein_coding	0.990067359104597	0.120825400428851	NA
chr11	HAVANA	gene	104685707	105117394	+	ENSMUSG00000040838.10	RP23-396N4.2	protein_coding	0.990067860941379	0.271704239483219	NA
chr3	HAVANA	gene	51388412	51396738	-	ENSMUSG00000037161.14	Mgarp	protein_coding	0.990068131480461	0.366365301075219	NA
chr17	HAVANA	gene	36869574	36877833	+	ENSMUSG00000073400.6	Trim10	protein_coding	0.990070103813754	0.154726359965889	NA
chr17	HAVANA	gene	34809092	34823464	-	ENSMUSG00000015451.16	C4a	processed_transcript	0.99007090047563	0.0644832484317251	0.98152644696076
chr14	HAVANA	gene	70438757	70443447	-	ENSMUSG00000000776.13	Polr3d	protein_coding	0.990071087014783	0.938590794168304	0.948580317386214
chr6	HAVANA	gene	86736840	86793584	-	ENSMUSG00000029994.17	Anxa4	protein_coding	0.990073028345716	0.20699321554534	0.990092734226155
chr3	HAVANA	gene	51224447	51251644	+	ENSMUSG00000023087.15	Noct	protein_coding	0.990073798050662	0.996459091536088	0.766769250763563
chr6	HAVANA	gene	52156902	52162119	+	ENSMUSG00000087658.2	Hotairm1	antisense	0.990074216191537	0.995009886752454	0.371861371980513
chr12	HAVANA	gene	84258331	84258973	-	ENSMUSG00000042962.5	RP23-46D6.5	processed_pseudogene	0.990075070667426	0.952996331211837	0.766767967579399
chr3	HAVANA	gene	103968110	104024598	+	ENSMUSG00000058388.14	Phtf1	protein_coding	0.990075863533064	0.993320071429731	0.811027812085485
chr10	HAVANA	gene	33080554	33476709	+	ENSMUSG00000019787.9	Trdn	protein_coding	0.990076182515187	0.160932756663812	0.981570495556594
chr2	HAVANA	gene	46419535	46442710	-	ENSMUSG00000086644.1	RP23-452C10.2	lincRNA	0.990078001816246	0.748061775756156	0.962889057320411
chr9	HAVANA	gene	121642716	121672954	+	ENSMUSG00000032528.5	Vipr1	protein_coding	0.990079022701645	0.878272307146955	0.959377251499921
chr10	HAVANA	gene	93488768	93519304	+	ENSMUSG00000020017.14	Hal	protein_coding	0.990079783531037	0.142665633422877	NA
chr9	HAVANA	gene	54604877	54661870	-	ENSMUSG00000032281.11	Acsbg1	protein_coding	0.990079914720387	0.327516243500407	0.99976810909444
chr7	HAVANA	gene	16992708	16997516	+	ENSMUSG00000041117.8	Ccdc8	protein_coding	0.990081736913294	0.880609781469866	0.958990108093073
chr9	HAVANA	gene	106233455	106248654	-	ENSMUSG00000032786.16	Alas1	protein_coding	0.990082639819241	0.274824443082902	0.959627349320874
chr13	HAVANA	gene	21501029	21501418	-	ENSMUSG00000079941.1	RP23-298F22.4	protein_coding	0.990082784975115	0.878280077182548	0.910225758807205
chr16	ENSEMBL	gene	16868403	16869255	-	ENSMUSG00000059305.11	Vpreb1	protein_coding	0.990082977435914	0.993536462334128	0.937701420960144
chr16	HAVANA	gene	36359382	36367748	-	ENSMUSG00000071561.2	Stfa3	protein_coding	0.99008357944738	0.12240593370633	NA
chr11	HAVANA	gene	33038816	33039703	-	ENSMUSG00000081076.3	Rpsa-ps4	processed_pseudogene	0.990084925336635	0.996133795310012	0.25965866849911
chr4	HAVANA	gene	11191351	11204779	+	ENSMUSG00000028212.16	Ccne2	protein_coding	0.990087812855259	0.992932278716264	0.95848155702619
chr11	HAVANA	gene	121106147	121107127	-	ENSMUSG00000082510.1	RP23-400P17.7	processed_pseudogene	0.990089316070366	NA	NA
chr13	HAVANA	gene	23583670	23621124	-	ENSMUSG00000047246.7	Hist1h2be	protein_coding	0.990089423942931	0.993157645797922	0.889773543901903
chr1	HAVANA	gene	33100907	33102695	+	ENSMUSG00000100481.1	RP23-75G11.2	processed_pseudogene	0.990089455315324	0.997803623343841	0.0732863811749696
chr5	HAVANA	gene	124112297	124115483	+	ENSMUSG00000023707.13	Ogfod2	protein_coding	0.990091550681617	0.993753244857155	0.943943739493627
chr11	HAVANA	gene	76998603	77032340	+	ENSMUSG00000020838.12	Slc6a4	protein_coding	0.990092484665966	0.721103973795875	0.959805192217633
chr2	HAVANA	gene	60417543	60553308	-	ENSMUSG00000054580.14	Pla2r1	protein_coding	0.990092582369402	0.994461855910086	0.330447590164962
chr3	HAVANA	gene	54361109	54391037	+	ENSMUSG00000027750.16	Postn	protein_coding	0.990093681134105	0.770035650566742	0.766759960760241
chr14	HAVANA	gene	55575617	55576954	+	ENSMUSG00000022215.6	Fitm1	protein_coding	0.990094360100796	0.542809319772714	0.0200665111191157
chr7	HAVANA	gene	24743983	24760311	-	ENSMUSG00000052212.6	Cd177	protein_coding	0.990095947689686	0.360338625138139	NA
chr14	HAVANA	gene	21733394	21751181	-	ENSMUSG00000021768.15	Dusp13	protein_coding	0.990096152056572	NA	NA
chr9	HAVANA	gene	120127689	120132369	+	ENSMUSG00000032518.6	Rpsa	protein_coding	0.990099846665245	0.635120382613838	0.960369112798649
chr19	ENSEMBL	gene	30232928	30239685	+	ENSMUSG00000024863.5	Mbl2	protein_coding	0.990102693885352	0.142665703247049	0.990655761292093
chr6	HAVANA	gene	117716342	117718868	+	ENSMUSG00000104222.1	RP23-349K15.2	lincRNA	0.990103471962171	0.998797580014145	0.286684342142766
chr8	HAVANA	gene	4641466	4642857	+	ENSMUSG00000109489.1	RP24-137M22.2	processed_pseudogene	0.990103875943766	NA	0.940688047225367
chr7	HAVANA	gene	24978167	25005958	-	ENSMUSG00000040907.15	Atp1a3	protein_coding	0.990109083630105	0.552903019229357	0.987999150404153
chr4	HAVANA	gene	132724897	132732546	-	ENSMUSG00000037752.4	Xkr8	protein_coding	0.990111927326683	0.99810380970608	0.371862013999838
chr13	HAVANA	gene	3358273	3363862	+	ENSMUSG00000096107.2	RP23-476A7.4	transcribed_unprocessed_pseudogene	0.990112529304947	0.854755697428211	0.950497217476532
chr11	HAVANA	gene	79239372	79254671	-	ENSMUSG00000017677.11	Wsb1	protein_coding	0.990113232899833	0.993920491928709	0.889993590246483
chr17	HAVANA	gene	27143969	27167764	-	ENSMUSG00000024210.2	Ip6k3	protein_coding	0.990113447295801	0.274823246234526	0.999655466087115
chr7	HAVANA	gene	120842831	120907450	+	ENSMUSG00000035064.17	Eef2k	protein_coding	0.99011372268336	0.995469331598097	0.423937224869432
chr9	HAVANA	gene	88548020	88571061	+	ENSMUSG00000032425.15	Zfp949	protein_coding	0.990114628278561	0.617390972585751	0.95935823546734
chr5	HAVANA	gene	130011258	130029247	-	ENSMUSG00000025533.15	Asl	protein_coding	0.990114755738378	0.206950699281187	0.961467537006506
chrX	HAVANA	gene	47900345	47900827	+	ENSMUSG00000068014.5	RP23-274H16.2	processed_pseudogene	0.990115796154479	0.993193070263765	0.00188458651845979
chr11	HAVANA	gene	60728398	60732951	+	ENSMUSG00000018599.5	Mief2	protein_coding	0.990116327329301	0.99792524540514	0.757348242634037
chr18	ENSEMBL	gene	44270127	44277700	+	ENSMUSG00000038071.3	Npy6r	protein_coding	0.990117066020599	0.883539918672633	0.759257974221267
chr9	HAVANA	gene	95399292	95406722	-	ENSMUSG00000033350.7	Chst2	protein_coding	0.990117105777424	0.552902664787262	0.962460051631333
